Channel,Date,Product ID,Product name,Product category,Brand,All traffic,All impressions,Orders,Payment,Revenue,Product name_Map,Sponsored product name,Paid_Product category,Paid_Brand,Sponsored product ID,Ad spend,Sponsored revenue,Sponsored impressions,Sponsored traffic,Sponsored payment,Sponsored product name_Map,Order value,Like,Product page bounce count,All traffic from search,Year,Month,Day of the Week,Is Weekend,Quarter,Is Double Day,Is National Holiday,Is Lunar Tet,Is Seasonal Holiday
Shopee,2024-05-01,3988319582,"Combo giấy lọc Melitta 1x6 - Nhập khấu chính hãng 100% từ thương hiệu Melitta, Đức",6. Other Melitta products,Melitta,2,3,1,1,255100,"Combo giấy lọc Melitta 1x6 - Nhập khấu chính hãng 100% từ thương hiệu Melitta, Đức",,,,,,,,,,,255100,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,5088478051,Không thể lấy thông tin sản phẩm do bị xóa,0. Other products,Others,1,1,0,0,0,Không thể lấy thông tin sản phẩm do bị xóa,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,6288244851,Cà phê hạt Carraro Globo Rosso - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la dịu nhẹ,4. Carraro bean,Carraro,4,8,0,0,0,Cà phê hạt Carraro Globo Rosso - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la dịu nhẹ,Cà phê hạt Carraro Globo Rosso - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la dịu nhẹ,4. Carraro bean,Carraro,6288244851,7709,0,160,3,0,Cà phê hạt Carraro Globo Rosso - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la dịu nhẹ,0,0,0,2,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,7188244655,"Cà phê hạt Carraro Globo Oro - Nhập khẩu từ Ý - Hương trái cây, vị phong phú, dịu dàng",4. Carraro bean,Carraro,1,3,0,0,0,"Cà phê hạt Carraro Globo Oro - Nhập khẩu từ Ý - Hương trái cây, vị phong phú, dịu dàng",,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,8452337712,"Combo 3 Hộp Giấy Lọc Cà Phê Melitta 100-Nhập khẩu 100% từ thương hiệu Melitta, Đức",6. Other Melitta products,Melitta,2,4,0,0,0,"Combo 3 Hộp Giấy Lọc Cà Phê Melitta 100-Nhập khẩu 100% từ thương hiệu Melitta, Đức",,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,8452343592,"Ly cách nhiệt Melitta 250 ml - Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",6. Other Melitta products,Melitta,2,2,1,1,136400,"Ly cách nhiệt Melitta 250 ml - Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",,,,,,,,,,,136400,0,1,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,8596854711,"Viên rửa vệ sinh máy pha cà phê Melitta - Perfect Clean espresso machine - Nhập khẩu chính hãng 100% từ Melitta, Đức",6. Other Melitta products,Melitta,1,1,0,0,0,Viên rửa vệ sinh máy pha cà phê Melitta - Perfect Clean espresso machine - Nhập khẩu chính hãng 100% t,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,8652313405,Cà phê hạt Carraro Globo Arabica - Nhập khẩu từ Ý - Hương hoa nhài và cánh hoa hồng nồng nàn,4. Carraro bean,Carraro,1,1,0,0,0,Cà phê hạt Carraro Globo Arabica - Nhập khẩu từ Ý - Hương hoa nhài và cánh hoa hồng nồng nàn,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,9952342927,Bộ phin lọc nhựa cà phê Melitta 1x2 Premium Clear + 02 hộp Giấy lọc Melitta 1x2,6. Other Melitta products,Melitta,3,5,0,0,0,Bộ phin lọc nhựa cà phê Melitta 1x2 Premium Clear + 02 hộp Giấy lọc Melitta 1x2,,,,,,,,,,,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,10568187216,"Combo 03kg cà phê hạt Carraro (Rosso, Oro, Arabica) Mix hoặc cùng loại - Nhập khẩu từ Ý",4. Carraro bean,Carraro,5,8,0,0,0,"Combo 03kg cà phê hạt Carraro (Rosso, Oro, Arabica) Mix hoặc cùng loại - Nhập khẩu từ Ý","Combo 03kg cà phê hạt Carraro (Rosso, Oro, Arabica) Mix hoặc cùng loại - Nhập khẩu từ Ý",4. Carraro bean,Carraro,10568187216,6466,0,79,2,0,"Combo 03kg cà phê hạt Carraro (Rosso, Oro, Arabica) Mix hoặc cùng loại - Nhập khẩu từ Ý",0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,10868192504,"Combo 06 Gói Cà phê hạt Carraro Globo Rosso, Oro, Arabica, Marrone, Qualità Oro - Nhập khẩu từ Ý",4. Carraro bean,Carraro,4,5,0,0,0,"Combo 06 Gói Cà phê hạt Carraro Globo Rosso, Oro, Arabica, Marrone, Qualità Oro - Nhập khẩu từ Ý","Combo 06 Gói Cà phê hạt Carraro Globo Rosso, Oro, Arabica, Marrone, Qualità Oro - Nhập khẩu từ Ý",4. Carraro bean,Carraro,10868192504,5672,0,41,2,0,"Combo 06 Gói Cà phê hạt Carraro Globo Rosso, Oro, Arabica, Marrone, Qualità Oro - Nhập khẩu từ Ý",0,0,1,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,10903888826,"Đường Ăn Kiêng Sweetener Huxol Cỏ Ngọt Stevia 300v-Nhập khẩu từ Đức-Dành cho người tiểu đường, giảm cân",17. Huxol,Huxol,7,13,0,0,0,"Đường Ăn Kiêng Sweetener Huxol Cỏ Ngọt Stevia 300v-Nhập khẩu từ Đức-Dành cho người tiểu đường, giảm câ","Đường Ăn Kiêng Sweetener Huxol Cỏ Ngọt Stevia 300v-Nhập khẩu từ Đức-Dành cho người tiểu đường, giảm cân",17. Huxol,Huxol,10903888826,3452,0,205,7,0,"Đường Ăn Kiêng Sweetener Huxol Cỏ Ngọt Stevia 300v-Nhập khẩu từ Đức-Dành cho người tiểu đường, giảm câ",0,0,1,4,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,11202348515,"Combo GIấy Lọc Cà Phê Melitta 1x2- Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",6. Other Melitta products,Melitta,1,1,0,0,0,"Combo GIấy Lọc Cà Phê Melitta 1x2- Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,11594471132,Máy xay cà phê mini Scala Zero Static - Thương Hiệu Solis (Thụy Sĩ),12. Other Solis products,Solis,1,1,0,0,0,Máy xay cà phê mini Scala Zero Static - Thương Hiệu Solis (Thụy Sĩ),,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,13119554022,Combo 03 hộp cà phê viên nén Carraro - Nhập khẩu từ Ý - Tương thích với máy capsule Nespresso,3. Carraro capsules,Carraro,6,8,0,0,0,Combo 03 hộp cà phê viên nén Carraro - Nhập khẩu từ Ý - Tương thích với máy capsule Nespresso,,,,,,,,,,,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,13246009344,Combo trải nghiệm Mix ngẫu nhiên 6 hộp cà phê viên nén Carraro (Nhập khẩu từ Ý - Tương thích với máy capsule Nespresso),3. Carraro capsules,Carraro,8,12,0,0,0,Combo trải nghiệm Mix ngẫu nhiên 6 hộp cà phê viên nén Carraro (Nhập khẩu từ Ý - Tương thích với máy c,,,,,,,,,,,0,0,3,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,13348395624,"Combo 4 hộp Cà phê viên nén Carraro ngẫu nhiên-Nhập khẩu chính hãng từ Carraro, Ý -Tương thích với máy capsule Nespresso",3. Carraro capsules,Carraro,1,1,0,0,0,"Combo 4 hộp Cà phê viên nén Carraro ngẫu nhiên-Nhập khẩu chính hãng từ Carraro, Ý -Tương thích với máy",,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,14018688016,Máy xay sinh tố đá xay chuyên nghiệp Vitamix Drink Machine Advance® - Nhập khẩu chính hãng từ Mỹ,15. Máy xay sinh tố Vitamix,Vitamix,3,4,0,0,0,Máy xay sinh tố đá xay chuyên nghiệp Vitamix Drink Machine Advance® - Nhập khẩu chính hãng từ Mỹ,,,,,,,,,,,0,0,1,3,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,14400183392,"Thanh lọc nước máy pha cà phê tự động Melitta - Pro Aqua Filter Catridge - Nhập khẩu chính hãng 100% từ Melitta, Đức",6. Other Melitta products,Melitta,1,1,0,0,0,Thanh lọc nước máy pha cà phê tự động Melitta - Pro Aqua Filter Catridge - Nhập khẩu chính hãng 100% t,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,14867211186,Máy xay sinh tố chống ồn Vitamix The Quiet One - Nhập khẩu từ Mỹ,15. Máy xay sinh tố Vitamix,Vitamix,3,6,0,0,0,Máy xay sinh tố chống ồn Vitamix The Quiet One - Nhập khẩu từ Mỹ,,,,,,,,,,,0,0,1,3,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,15197931698,Combo Cà phê viên nén nhôm Carraro Gran Crema - Nhập khẩu từ Ý,3. Carraro capsules,Carraro,6,13,0,0,0,Combo Cà phê viên nén nhôm Carraro Gran Crema - Nhập khẩu từ Ý,,,,,,,,,,,0,1,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,15490627861,Lõi lọc tinh BWT Best Max Premium xL - Nhập khẩu chính hãng từ Châu Âu,0. Other products,BWT,1,1,0,0,0,Lõi lọc tinh BWT Best Max Premium xL - Nhập khẩu chính hãng từ Châu Âu,,,,,,,,,,,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,15500215089,Máy pha cà phê Solis Barista Perfetta Plus - Nhập khẩu chính hãng từ thương hiệu Solis - Thụy Sĩ,11. Máy pha cà phê Solis,Solis,2,2,0,0,0,Máy pha cà phê Solis Barista Perfetta Plus - Nhập khẩu chính hãng từ thương hiệu Solis - Thụy Sĩ,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,15618691283,Cối xay Vitamix Advance® Container - Nhập khẩu chính hãng từ Mỹ,16. Other Vitamix products,Vitamix,1,1,0,0,0,Cối xay Vitamix Advance® Container - Nhập khẩu chính hãng từ Mỹ,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,15680165920,Máy pha cà phê văn phòng tự động Melitta Latticia OT - Nhập khẩu từ Đức,5. Máy pha cà phê tự động Melitta,Melitta,1,4,0,0,0,Máy pha cà phê văn phòng tự động Melitta Latticia OT - Nhập khẩu từ Đức,Máy pha cà phê văn phòng tự động Melitta Latticia OT - Nhập khẩu từ Đức,5. Máy pha cà phê tự động Melitta,Melitta,15680165920,0,0,5,0,0,Máy pha cà phê văn phòng tự động Melitta Latticia OT - Nhập khẩu từ Đức,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,15865125186,Cà phê hạt Carraro Qualità Oro 500g - Nhập khẩu từ Ý,4. Carraro bean,Carraro,2,2,0,0,0,Cà phê hạt Carraro Qualità Oro 500g - Nhập khẩu từ Ý,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,17080951488,Bộ lọc nước BWT Best Max Premium XL - Nhập khẩu chính hãng,0. Other products,BWT,2,2,0,0,0,Bộ lọc nước BWT Best Max Premium XL - Nhập khẩu chính hãng,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,18091706749,Combo Cà phê viên nén nhôm Decerato Carraro (Cà phê Dewaxed) - Nhập khẩu từ Ý,3. Carraro capsules,Carraro,3,7,0,0,0,Combo Cà phê viên nén nhôm Decerato Carraro (Cà phê Dewaxed) - Nhập khẩu từ Ý,,,,,,,,,,,0,1,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,18503301358,Máy pha cà phê Nuova Simonelli Appia Life 2Gr Volumetric - Nhập khẩu 100% từ Ý,18. Máy pha cà phê Nuova Simonelli,Nouva Simonelli,1,2,0,0,0,Máy pha cà phê Nuova Simonelli Appia Life 2Gr Volumetric - Nhập khẩu 100% từ Ý,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,18583263610,Máy xay cà phê Eureka Mignon Zero - Nhập khẩu chính hãng từ Ý,7.1. Máy xay cà phê Eureka,Eureka,1,3,0,0,0,Máy xay cà phê Eureka Mignon Zero - Nhập khẩu chính hãng từ Ý,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,20043721993,Cà phê hạt Carraro Globo Marrone - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la đắng,4. Carraro bean,Carraro,7,13,0,0,0,Cà phê hạt Carraro Globo Marrone - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la đắng,Cà phê hạt Carraro Globo Marrone - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la đắng,4. Carraro bean,Carraro,20043721993,5568,0,225,2,0,Cà phê hạt Carraro Globo Marrone - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la đắng,0,0,2,2,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,20182692618,Combo Cà phê viên nén nhôm Carraro Dolci Arabica - Nhập khẩu chính hãng từ Ý,3. Carraro capsules,Carraro,3,9,0,0,0,Combo Cà phê viên nén nhôm Carraro Dolci Arabica - Nhập khẩu chính hãng từ Ý,,,,,,,,,,,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,20471064931,Máy xay cà phê Eureka Mignon Manuale - Nhập khẩu chính hãng từ Ý,7.1. Máy xay cà phê Eureka,Eureka,2,4,0,0,0,Máy xay cà phê Eureka Mignon Manuale - Nhập khẩu chính hãng từ Ý,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,20503299499,Máy pha cà phê Nuova Simonelli Oscar Mood - Nhập khẩu 100% từ Ý,18. Máy pha cà phê Nuova Simonelli,Nouva Simonelli,1,2,0,0,0,Máy pha cà phê Nuova Simonelli Oscar Mood - Nhập khẩu 100% từ Ý,,,,,,,,,,,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,20771060979,Máy xay cà phê Eureka Mignon Bravo 50 16CR - Nhập khẩu chính hãng từ Ý,7.1. Máy xay cà phê Eureka,Eureka,1,2,0,0,0,Máy xay cà phê Eureka Mignon Bravo 50 16CR - Nhập khẩu chính hãng từ Ý,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,20813880703,Máy pha cà phê viên nén Scishare - Nhập khẩu chính hãng,Scishare,Scishare,2,2,0,0,0,Máy pha cà phê viên nén Scishare - Nhập khẩu chính hãng,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,21474383444,Lõi lọc thô BWT Protector mini 30um C/R 1/2  - Nhập khẩu chính hãng,0. Other products,BWT,1,1,0,0,0,Lõi lọc thô BWT Protector mini 30um C/R 1/2  - Nhập khẩu chính hãng,,,,,,,,,,,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,23061956391,(SAMPLE) Try Out - Hộp 4 viên cà phê viên nén Carraro Aluminum - Nhập khẩu từ Ý,Free sample,Carraro,1,2,0,0,0,(SAMPLE) Try Out - Hộp 4 viên cà phê viên nén Carraro Aluminum - Nhập khẩu từ Ý,,,,,,,,,,,0,0,0,0,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,23250664798,Combo Cà phê viên nén nhôm Carraro Decaffeinated (Cà phê Decaf) - Nhập khẩu từ Ý,3. Carraro capsules,Carraro,1,2,0,0,0,Combo Cà phê viên nén nhôm Carraro Decaffeinated (Cà phê Decaf) - Nhập khẩu từ Ý,,,,,,,,,,,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,23264198705,"Máy xay cà phê Eureka Mignon Manuale C 50 15BL Đen - Nhập khẩu chính hãng từ thương hiệu Eureka, Ý",7.1. Máy xay cà phê Eureka,Eureka,3,5,0,0,0,"Máy xay cà phê Eureka Mignon Manuale C 50 15BL Đen - Nhập khẩu chính hãng từ thương hiệu Eureka, Ý",,,,,,,,,,,0,0,0,1,2024,5,2,0,2,0,1,0,1
Shopee,2024-05-01,,,,,,,,,,,Quảng cáo Shop (Giá thầu Tự động),000. Shopee Store Ad,Store Ad,-,67,0,151,2,0,Quảng cáo Shop (Giá thầu Tự động),,,,,,,,,,,,,
Shopee,2024-05-01,,,,,,,,,,,Quảng cáo Sản phẩm Tự động,00. Automatic Ad campaign,Automatic Ad,-,30000,0,755,14,0,Quảng cáo Sản phẩm Tự động,,,,,,,,,,,,,
Shopee,2024-05-02,6288244851,Cà phê hạt Carraro Globo Rosso - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la dịu nhẹ,4. Carraro bean,Carraro,5,15,0,0,0,Cà phê hạt Carraro Globo Rosso - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la dịu nhẹ,Cà phê hạt Carraro Globo Rosso - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la dịu nhẹ,4. Carraro bean,Carraro,6288244851,5935,0,80,2,0,Cà phê hạt Carraro Globo Rosso - Nhập khẩu từ Ý - Vị đậm đà từ quả phỉ và vị sô cô la dịu nhẹ,0,0,0,2,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,7188244655,"Cà phê hạt Carraro Globo Oro - Nhập khẩu từ Ý - Hương trái cây, vị phong phú, dịu dàng",4. Carraro bean,Carraro,4,9,0,0,0,"Cà phê hạt Carraro Globo Oro - Nhập khẩu từ Ý - Hương trái cây, vị phong phú, dịu dàng",,,,,,,,,,,0,0,2,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,8496629533,Máy pha cà phê tự động Melitta Caffeo Solo - Nhập khẩu từ Đức,5. Máy pha cà phê tự động Melitta,Melitta,2,2,0,0,0,Máy pha cà phê tự động Melitta Caffeo Solo - Nhập khẩu từ Đức,,,,,,,,,,,0,0,1,1,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,8552315954,"Combo GIấy Lọc Cà Phê Melitta 1x4 - Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",6. Other Melitta products,Melitta,2,4,0,0,0,"Combo GIấy Lọc Cà Phê Melitta 1x4 - Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",,,,,,,,,,,0,0,0,2,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,8596854711,"Viên rửa vệ sinh máy pha cà phê Melitta - Perfect Clean espresso machine - Nhập khẩu chính hãng 100% từ Melitta, Đức",6. Other Melitta products,Melitta,1,1,0,0,0,Viên rửa vệ sinh máy pha cà phê Melitta - Perfect Clean espresso machine - Nhập khẩu chính hãng 100% t,,,,,,,,,,,0,0,0,1,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,8652313405,Cà phê hạt Carraro Globo Arabica - Nhập khẩu từ Ý - Hương hoa nhài và cánh hoa hồng nồng nàn,4. Carraro bean,Carraro,6,10,2,1,643968,Cà phê hạt Carraro Globo Arabica - Nhập khẩu từ Ý - Hương hoa nhài và cánh hoa hồng nồng nàn,,,,,,,,,,,1324368,0,1,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,9352331173,"Dụng cụ pha trà Melitta Tea Infuser - Nhập khẩu chính hãng từ thương hiệu Melitta, Đức",6. Other Melitta products,Melitta,1,1,0,0,0,"Dụng cụ pha trà Melitta Tea Infuser - Nhập khẩu chính hãng từ thương hiệu Melitta, Đức",,,,,,,,,,,0,0,0,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,9952342927,Bộ phin lọc nhựa cà phê Melitta 1x2 Premium Clear + 02 hộp Giấy lọc Melitta 1x2,6. Other Melitta products,Melitta,1,1,0,0,0,Bộ phin lọc nhựa cà phê Melitta 1x2 Premium Clear + 02 hộp Giấy lọc Melitta 1x2,,,,,,,,,,,0,0,0,1,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,10568187216,"Combo 03kg cà phê hạt Carraro (Rosso, Oro, Arabica) Mix hoặc cùng loại - Nhập khẩu từ Ý",4. Carraro bean,Carraro,7,14,1,1,963900,"Combo 03kg cà phê hạt Carraro (Rosso, Oro, Arabica) Mix hoặc cùng loại - Nhập khẩu từ Ý","Combo 03kg cà phê hạt Carraro (Rosso, Oro, Arabica) Mix hoặc cùng loại - Nhập khẩu từ Ý",4. Carraro bean,Carraro,10568187216,8100,0,109,3,0,"Combo 03kg cà phê hạt Carraro (Rosso, Oro, Arabica) Mix hoặc cùng loại - Nhập khẩu từ Ý",963900,0,0,2,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,10868192504,"Combo 06 Gói Cà phê hạt Carraro Globo Rosso, Oro, Arabica, Marrone, Qualità Oro - Nhập khẩu từ Ý",4. Carraro bean,Carraro,5,9,0,0,0,"Combo 06 Gói Cà phê hạt Carraro Globo Rosso, Oro, Arabica, Marrone, Qualità Oro - Nhập khẩu từ Ý","Combo 06 Gói Cà phê hạt Carraro Globo Rosso, Oro, Arabica, Marrone, Qualità Oro - Nhập khẩu từ Ý",4. Carraro bean,Carraro,10868192504,6478,0,140,2,0,"Combo 06 Gói Cà phê hạt Carraro Globo Rosso, Oro, Arabica, Marrone, Qualità Oro - Nhập khẩu từ Ý",0,0,1,1,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,10903888826,"Đường Ăn Kiêng Sweetener Huxol Cỏ Ngọt Stevia 300v-Nhập khẩu từ Đức-Dành cho người tiểu đường, giảm cân",17. Huxol,Huxol,9,11,1,1,92500,"Đường Ăn Kiêng Sweetener Huxol Cỏ Ngọt Stevia 300v-Nhập khẩu từ Đức-Dành cho người tiểu đường, giảm câ","Đường Ăn Kiêng Sweetener Huxol Cỏ Ngọt Stevia 300v-Nhập khẩu từ Đức-Dành cho người tiểu đường, giảm cân",17. Huxol,Huxol,10903888826,2788,86400,192,4,1,"Đường Ăn Kiêng Sweetener Huxol Cỏ Ngọt Stevia 300v-Nhập khẩu từ Đức-Dành cho người tiểu đường, giảm câ",92500,0,4,5,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,11202348515,"Combo GIấy Lọc Cà Phê Melitta 1x2- Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",6. Other Melitta products,Melitta,1,1,0,0,0,"Combo GIấy Lọc Cà Phê Melitta 1x2- Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",,,,,,,,,,,0,0,0,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,11370393236,"Máy tạo bọt sữa Melitta Cremio II Đen - Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",6. Other Melitta products,Melitta,1,1,0,0,0,"Máy tạo bọt sữa Melitta Cremio II Đen - Nhập khẩu chính hãng 100% từ thương hiệu Melitta, Đức",,,,,,,,,,,0,0,0,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,11870403231,Ấm đun nước Melitta Prime Aqua Mini - Nhập khẩu từ Đức,6. Other Melitta products,Melitta,1,1,0,0,0,Ấm đun nước Melitta Prime Aqua Mini - Nhập khẩu từ Đức,,,,,,,,,,,0,0,0,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,12651682939,"Dung dịch làm sạch hệ thống sữa máy pha cà phê - Perfect Clean Milk System Cleaner-Nhập khẩu chính hãng từ Melitta, Đức",6. Other Melitta products,Melitta,1,1,0,0,0,Dung dịch làm sạch hệ thống sữa máy pha cà phê - Perfect Clean Milk System Cleaner-Nhập khẩu chính hãn,,,,,,,,,,,0,0,0,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,13119554022,Combo 03 hộp cà phê viên nén Carraro - Nhập khẩu từ Ý - Tương thích với máy capsule Nespresso,3. Carraro capsules,Carraro,2,3,0,0,0,Combo 03 hộp cà phê viên nén Carraro - Nhập khẩu từ Ý - Tương thích với máy capsule Nespresso,,,,,,,,,,,0,0,1,1,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,13246009344,Combo trải nghiệm Mix ngẫu nhiên 6 hộp cà phê viên nén Carraro (Nhập khẩu từ Ý - Tương thích với máy capsule Nespresso),3. Carraro capsules,Carraro,10,30,1,1,500720,Combo trải nghiệm Mix ngẫu nhiên 6 hộp cà phê viên nén Carraro (Nhập khẩu từ Ý - Tương thích với máy c,,,,,,,,,,,500720,0,1,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,13348395624,"Combo 4 hộp Cà phê viên nén Carraro ngẫu nhiên-Nhập khẩu chính hãng từ Carraro, Ý -Tương thích với máy capsule Nespresso",3. Carraro capsules,Carraro,2,2,0,0,0,"Combo 4 hộp Cà phê viên nén Carraro ngẫu nhiên-Nhập khẩu chính hãng từ Carraro, Ý -Tương thích với máy",,,,,,,,,,,0,0,0,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,13846692938,Bộ phin lọc sứ trắng Cubes 1x2 + 01 hộp giấy lọc Melitta 1x2,6. Other Melitta products,Melitta,1,1,0,0,0,Bộ phin lọc sứ trắng Cubes 1x2 + 01 hộp giấy lọc Melitta 1x2,,,,,,,,,,,0,0,0,1,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,14018688016,Máy xay sinh tố đá xay chuyên nghiệp Vitamix Drink Machine Advance® - Nhập khẩu chính hãng từ Mỹ,15. Máy xay sinh tố Vitamix,Vitamix,4,12,0,0,0,Máy xay sinh tố đá xay chuyên nghiệp Vitamix Drink Machine Advance® - Nhập khẩu chính hãng từ Mỹ,,,,,,,,,,,0,0,2,3,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,14665134321,Cà phê Carraro - Nhập khẩu từ Ý,0. Other products,Carraro,1,1,0,0,0,Cà phê Carraro - Nhập khẩu từ Ý,,,,,,,,,,,0,0,0,0,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,14867211186,Máy xay sinh tố chống ồn Vitamix The Quiet One - Nhập khẩu từ Mỹ,15. Máy xay sinh tố Vitamix,Vitamix,3,5,0,0,0,Máy xay sinh tố chống ồn Vitamix The Quiet One - Nhập khẩu từ Mỹ,,,,,,,,,,,0,0,0,2,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,15197931698,Combo Cà phê viên nén nhôm Carraro Gran Crema - Nhập khẩu từ Ý,3. Carraro capsules,Carraro,3,5,1,1,179848,Combo Cà phê viên nén nhôm Carraro Gran Crema - Nhập khẩu từ Ý,,,,,,,,,,,179848,0,0,1,2024,5,3,0,2,0,0,0,0
Shopee,2024-05-02,15300173415,"Dung dịch lọc cặn máy pha cà phê Anti Calc Bio Liquid Multi Usage 250ml - Nhập khẩu chính hãng 100% từ Melitta, Đức",6. Other Melitta products,Melitta,1,2,0,0,0,Dung dịch lọc cặn máy pha cà phê Anti Calc Bio Liquid Multi Usage 250ml - Nhập khẩu chính hãng 100% từ,,,,,,,,,,,0,0,0,1,2024,5,3,0,2,0,0,0,0
